,text,labels
340,Using data recorded in Umbria risk areas have been place based on fires happen in the last 20 years finding possible fire recurrence with the help of statistical analysis,O B-Agr O O B-Agr B-Agr B-Agr O O O O O B-Agr O O O O O O O O B-Agr O O O O O O B-Agr
341,Earthworms consume all organic wastes reducing their volume by about 40-60 per cent,B-Agr O O B-Agr I-Agr O O B-Agr O O O O O
342,A detailed research on acidification of wines has been carried out,O O B-Agr O B-Agr O B-Agr O O O O
343,Higher density increased yields of vegetable affair showing not paltry deviation in the behaviour of unlike genotypes,O B-Agr O B-Agr O O O O O O O O O B-Agr O O B-Agr
344,In our discussion we point out the diffusion of this species in unlike areas of production of Grana cheese,O O O O O O O B-Agr O O B-Agr O O B-Agr O B-Agr O O B-Agr
345,Pollen taken from dehiscent anthers was analyze by means of vital staining and cytochemical techniques in order to observe its viability; germination in vitro was evaluated,B-Agr O O O B-Agr O O O O O O B-Agr O O B-Agr B-Agr B-Agr O O O B-Agr B-Agr B-Agr I-Agr O O
346,The digestibility of the two diets was calculated using five mature wethers,O B-Agr O O O B-Agr O O O O O B-Agr
347,Two breeding programs centered on selection and development of superior genotypes adapted to semiarid areas are presented,O B-Agr O O O B-Agr O B-Agr O O B-Agr O O O B-Agr O O
348,Some scrutiny on pollen grains have demo some polymorphism with respect to pollen grain size,O O O B-Agr B-Agr O O O B-Agr O O O B-Agr B-Agr B-Agr
349,Past management affected soil contents of organic matter total nitrogen and exchangeable bases,O B-Agr O B-Agr O O B-Agr I-Agr B-Agr I-Agr O O O
350,The free proline content increased in both the genotypes when the plants were subjected to waterlogging,O O B-Agr O O O O O B-Agr O O B-Agr O O O B-Agr
351,The clause analyse recent technical innovations in agriculture and considers their effects on the factors of production on the production process and on the product,O O O O O B-Agr O B-Agr O O O B-Agr O O B-Agr O B-Agr O O B-Agr O O O O O
352,Selection for improvement of grain yield using harvest index was no more effectual than selection for yield straight when considered crosswise years,B-Agr O B-Agr O B-Agr O O B-Agr I-Agr O O O O O B-Agr O O O O O O O
353,The histone contents of chromatin decreased as DNA synthesis progressed,O O O O B-Agr O O B-Agr B-Agr O
354,Pyrolysis anaerobic fermentation and alcoholic fermentation give - for the same by-products - energy benefits between 20 and 90% of that above advert,B-Agr B-Agr I-Agr O B-Agr I-Agr O O O O O B-Agr O B-Agr O O O O O O O O O
355,Future soil survey reports should ideally contain basic physical data and the possible ranges for the different assessment factors expressed by simulation as a function of water management,O B-Agr O B-Agr O O O O O B-Agr O O O O O O O B-Agr B-Agr O O B-Agr O O O O B-Agr B-Agr
356,Thermography can be used to observe and quantify heat leaks in buildings,B-Agr O O O O O O O B-Agr O O B-Agr
357,The article analyzes recent technical innovations in agriculture and considers their effects on the factors of production on the production process and on the product,O O O O O B-Agr O B-Agr O O O B-Agr O O B-Agr O B-Agr O O B-Agr O O O O O
358,Computer simulation techniques to be focused on the individual assessment factors are needed to reply these inquiry,O B-Agr B-Agr O O O O O O B-Agr B-Agr O O O O O O
359,Soil survey and morphology data were used in this context to: (1) select experimental sites; (2) modify physical monitoring procedures; (3) derive simulation models for swelling soils with macropores; (4) develop simple field methods for characterizing basic physical soil properties and their regional variability and (5) use soil maps for extrapolating the obtained interpretations,B-Agr O O B-Agr B-Agr O O O O O O O O O B-Agr O O O B-Agr B-Agr O O B-Agr I-Agr O B-Agr B-Agr O O O O O O B-Agr O O O O B-Agr I-Agr O O O O O O O B-Agr I-Agr O O O O O
360,These results were receive with cows of 20 herds from 2 distinctive Sardinian areas (Italy),O B-Agr O O O B-Agr O O B-Agr O O O O B-Agr O
361,The heat cycle between production and consumption must be closed,O B-Agr O O B-Agr O B-Agr O O O
362,Histological structure of the callus formed by rooted and non-rooted cuttings have been put in comparison: while in the rooting cuttings callus one can distinguish adventitious root initials able to arise complete roots in the non-rooting cuttings the tracheary elements distinguish in the callus are ineffective to go a true root,O O O O B-Agr O O B-Agr O O B-Agr O O O O O O O O B-Agr B-Agr B-Agr O O O O B-Agr O O O O O B-Agr O O O B-Agr O O B-Agr O O O B-Agr O O O O O O B-Agr
363,The lignin hemicellulose and ash content were significantly (P001) influenced by the location,O O B-Agr O B-Agr I-Agr O O O O O O B-Agr
364,The soil and vegetation of two saline areas of the Guadalquivir River Marsh (Seville Spain) were examined,O B-Agr O B-Agr O O O B-Agr O O B-Agr I-Agr O O B-Agr O O
365,Government policy has as its primary focus the recovery of colonial structures,B-Agr O O O O O O O B-Agr O O B-Agr
366,"Agricultural extension workers were to promote rural development through ""community development"" and ""animation rurale"" movements particularly in Africa",B-Agr I-Agr B-Agr O O O B-Agr I-Agr O O I-Agr O O O B-Agr O O B-Agr
367,This resulted in decreased ammonium concentrations in soil and consequently in decreased ammonia volatilization losses,O O O O B-Agr O O B-Agr O O O O B-Agr B-Agr B-Agr
368,In groundnut yield/plant and yield components were alike in intercropping and sole cropping,O O B-Agr O B-Agr I-Agr O O O B-Agr O O B-Agr
369,Selection on morphology pollen size and pollen shape postdate by a selection on seed size turn-out to be an effectual way to place the mixoploid C(0) plants,B-Agr O B-Agr B-Agr I-Agr O B-Agr O O O O B-Agr O B-Agr I-Agr O O O O O O O O O O O B-Agr
370,The canes and buds are easy damaged in winter,O O O B-Agr O O B-Agr O B-Agr
371,The administration of Lactobacillus acidophilus to calves fed with milk replacer improved the growth charge-per-unit and the conversion index,O B-Agr O B-Agr I-Agr O B-Agr O O B-Agr O O O B-Agr I-Agr O O O O
372,The analysis examines closely three important productive sectors: integrative meat fruit and vegetables products and wine,O B-Agr O O O O O O O B-Agr O O B-Agr B-Agr O O
373,Rootlets of apple trees and soil samples were compared for mycorrhizal development in soil given 3 different treatments: bark mulch grass mulch mechanical and chemical weeding,O O O B-Agr O B-Agr B-Agr O O O O B-Agr O B-Agr O O O O B-Agr O O O O O O B-Agr
374,Owing to the limited area available for forage cropping domestic livestock husbandry can only be intensified by purchasing additional concentrates,O O O O B-Agr O O B-Agr B-Agr O B-Agr O O O O O O B-Agr O B-Agr
375,Sodium hydroxide doesn't cause remarkable effects on the fibrous components of material: it follows instead an improvement of cellulase digestibility of organic matter: for the barks without treatment it has a mean value 21,B-Agr I-Agr O O O B-Agr O O O B-Agr O O O O O O B-Agr O B-Agr B-Agr O B-Agr I-Agr O O B-Agr O O O O O O O O
376,Phosphorus deficiency caused stunting flowering delay and a rusty appearance of leaflets,B-Agr O O B-Agr B-Agr O O O O O O O
377,Results suggest that plant variety application of combined nitrogen and organic affair influence the rhizosphere nitrogen arrested-development,B-Agr O O O B-Agr B-Agr O O B-Agr O B-Agr I-Agr O O B-Agr B-Agr O
378,At the same time cutting production was badly reduced,O O O B-Agr B-Agr B-Agr O O O
379,Dry matter and leaf area samples were obtained at intervals of approximately two weeks,B-Agr I-Agr O B-Agr I-Agr B-Agr O O O O O O O O
380,The free amino acids - phenylalanine tryptophan tyrosine serine glutamic acid cysteine and glutamine - were observe by using thin-layer chromatography in the fermented sample extract while none were noticeable in the extract of unfermented seeds,O B-Agr B-Agr I-Agr O B-Agr B-Agr B-Agr B-Agr B-Agr I-Agr B-Agr O B-Agr O O O O O O B-Agr O O O O O O O O O O O O O O B-Agr
381,We conclude that maize leaves which become shaded by the developing canopy retain their potential photosynthetic capability in high irradiance,O O O B-Agr B-Agr O O B-Agr O O O B-Agr O O O O O O O B-Agr
382,In groundnut yield/plant and yield components were similar in intercropping and sole cropping,O O B-Agr O B-Agr I-Agr O O O B-Agr O O B-Agr
383,The relationship between grain weight and other grain properties was look-into in four inbred lines of maize disagree in seed size,O O O B-Agr B-Agr O O B-Agr B-Agr O O O O B-Agr I-Agr O B-Agr O O B-Agr B-Agr
384,The calculations are based on precipitation evaporation and field capacity for unlike types of soil,O B-Agr O O O B-Agr B-Agr O B-Agr I-Agr O O O O B-Agr
385,Collective ownership of land can under these fortune ease livestock development instead than hinder it,B-Agr I-Agr O B-Agr O O O O O B-Agr B-Agr O O O O
386,Thermography can be used to detect and quantify heat leaks in buildings,B-Agr O O O O O O O B-Agr O O B-Agr
387,The effects of infrared and ultraviolet irradiation have been investigated on lactic acid and non-lactic acid bacteria in milk,O B-Agr O O O B-Agr I-Agr O O O O B-Agr I-Agr O O I-Agr I-Agr O B-Agr
388,This admit high species diversity in both time and space high charge-per-unit of biomass accumulation closed nutrient cycling and biological control mechanisms for weeds pests and disease,O O O B-Agr I-Agr O O B-Agr O B-Agr O O O B-Agr B-Agr O O B-Agr O B-Agr I-Agr O O B-Agr B-Agr O O
389,The digestibility of the two diets was cipher using five maturate wethers,O B-Agr O O O B-Agr O O O O O B-Agr
390,eventually some complementary comment are show on the seed density and the tiller or stolon density; the seed density and the real density; the area-species model; the weight and the density,O O O O O O O O B-Agr B-Agr O O O O O B-Agr O B-Agr B-Agr O O O B-Agr O B-Agr O O B-Agr O O B-Agr
391,Examples from Switzerland Peru and Africa are presented,O O B-Agr B-Agr O B-Agr O O
392,Pruning and training systems that distribute the fruiting surface more uniformly increase yields,B-Agr O B-Agr B-Agr O O O B-Agr O O O O B-Agr
393,The effects of irradiation of stock plants and dark treatment of the cuttings during the rooting-period on root formation and subsequent growth of the cuttings after planting were studied,O B-Agr O B-Agr O O B-Agr O O O O O B-Agr O O B-Agr O B-Agr O O O B-Agr O O B-Agr O B-Agr O O
394,Substitution of sphagnum peat with composted sawdust reduced the leaf area and dry weight of Impatiens walleriana possibly due to a small decrease in the available water in the media,O O B-Agr B-Agr O O B-Agr O O B-Agr I-Agr O O B-Agr O B-Agr I-Agr O O O O O O O O O B-Agr O O O
395,Changes in the fatty acid composition in older leaves indicated a retarded senescence by an increased nitrogen-supply,O O O O O B-Agr O O B-Agr O O O B-Agr O O O B-Agr
396,The calculations are based on precipitation evaporation and field capacity for different types of soil,O B-Agr O O O B-Agr B-Agr O B-Agr I-Agr O O O O B-Agr
397,Application of phosphorus caused a decrease in the concentration of zinc copper iron and manganese both in shoots and roots,B-Agr O B-Agr O O O O O O O B-Agr B-Agr B-Agr O B-Agr O O B-Agr O B-Agr
398,Weight reduction was further influenced by the intrinsic factors characteristic of the species and variety as well as by the water availability in the soil,B-Agr I-Agr O O O O O O B-Agr O O O B-Agr O B-Agr O O O O O B-Agr I-Agr O O B-Agr
399,A comparing of the recombinants and parents uncover that the main traits of the kinetics of DNA accumulation can be retrieve in the progeny and that dry affair and nitrogen accumulation are mostly independent processes,O O O O O O B-Agr O O O O O O O O O B-Agr B-Agr O O O O O B-Agr O O B-Agr I-Agr O B-Agr B-Agr O O O B-Agr
400,It appears with severe symptoms of chlorosis wilting and reduction in flower production,O O O O B-Agr O B-Agr B-Agr O B-Agr O O B-Agr
401,While the plant was affected by water stress and dry affair and fruit production was reduced the stomatal resistance to gaseous exchange and generally canopy surface temperature were not affected,O O O O O O B-Agr B-Agr O B-Agr I-Agr O O B-Agr O O O B-Agr I-Agr O O O O O B-Agr B-Agr I-Agr O O O
402,Shading affected the percentage dry matter in the roots and number of leaves of both species,B-Agr O O O B-Agr I-Agr O O B-Agr O O O B-Agr O O B-Agr
403,Fluctuation of temperature resulted besides in bigger leaves of deep green colour,O O B-Agr O O O O B-Agr O O O B-Agr
404,Rust infections have been determine in a particular cultivation area of carrot in Sicily,O B-Agr O O O O O O B-Agr B-Agr O O O B-Agr
405,The 24-D binding to chromatin particularly increased during DNA synthesis,O O O O B-Agr O O O B-Agr B-Agr
406,Irish sphagnum peat was included for comparison,O B-Agr B-Agr O O O O
407,A simulation model has been employed for the calculation of the sprinkler irrigation demand of 3 different sites,O B-Agr O O O O O O B-Agr O O B-Agr I-Agr B-Agr O O O B-Agr
408,Although total carbon and nitrogen composition of treated seedlings was not importantly affected phosphorus uptake was greatly increased,O B-Agr I-Agr O B-Agr B-Agr O O B-Agr O O O O B-Agr O O O O
409,The influence of mechanical cleaning of platinum electrodes disagree in size on redox measurements in diluted buffer solutions,O O O O B-Agr O B-Agr B-Agr O O B-Agr O O B-Agr O O O B-Agr
410,Conception rate at the first artificial insemination ((pregnant cows/treated cows) x 100) was 76,B-Agr I-Agr O O O B-Agr I-Agr O B-Agr B-Agr O O O O
411,External trade for waste paper was undistinguished,O B-Agr O B-Agr I-Agr O O
412,Rooted plants were successfully transferred to the soil,O B-Agr O O O O O B-Agr
413,The livestock sector seems particularly suited and ready for the sweeping innovations of today's computer technology and data processing methods,O B-Agr O O O O O O O O O B-Agr O O O B-Agr O B-Agr I-Agr B-Agr
414,Earthworms devour all organic wastes reducing their volume by about 40-60 per cent,B-Agr O O B-Agr I-Agr O O B-Agr O O O O O
415,Soil solarization resulted in effectual disease control and higher yields and ease exact planning of plant population in the field extension of the growing-season and higher yields of better quality,B-Agr O O O O B-Agr I-Agr O O B-Agr O O O B-Agr O B-Agr I-Agr O O O B-Agr O O O O O B-Agr O O B-Agr
416,The lignin hemicellulose and ash message were importantly (P001) influenced by the location,O O B-Agr O B-Agr I-Agr O O O O O O B-Agr
417,show as per-centum dry weight nutrient levels were generally highest in the fruits and leaves at intermediate levels in primocane stems and fruiting laterals and at low levels in the fruiting cane stem,O O O O B-Agr O B-Agr O O O O O B-Agr O B-Agr O O B-Agr O O B-Agr O B-Agr O O O O B-Agr O O B-Agr O B-Agr
418,The free proline message increased in both the genotypes when the plants were subjected to waterlogging,O O B-Agr O O O O O B-Agr O O B-Agr O O O B-Agr
419,The low rate (100 seeds/m('2)) delayed the plant flowering time so inducing higher sensitivity to drought and earlier ripening,O O O O B-Agr O O O B-Agr B-Agr O O O O O B-Agr O O B-Agr
420,At the end of the storage the same parameters were recorded and also the percentages of apples affected by scald softening rots spot bitter pit shrivelling,O O O O O B-Agr O O B-Agr O O O O O O O B-Agr O O B-Agr O B-Agr O B-Agr I-Agr O
421,Coating of urea with these chemicals was more effectual than direct application to the soil,B-Agr O B-Agr O O B-Agr O O O O O B-Agr O O B-Agr
422,In most of the measurements canopy surface temperature demo little deviation between irrigation levels suggesting alike lack of sensitiveness of this parameter,O O O O B-Agr B-Agr B-Agr I-Agr O O O O B-Agr B-Agr O O O O O O O O
423,The show simulation offers a quantitative analysis,O O B-Agr O O O B-Agr
424,Lipid analysis demo that the fermented seeds incorporate more unsaturated fatty acids than the unfermented seeds,O B-Agr O O O O B-Agr O O B-Agr B-Agr I-Agr O O O B-Agr
425,Four commercial varieties and two high lysine genotypes were analyze,O O B-Agr O O O B-Agr B-Agr O O
426,The most satisfactory results are receive on administration of anthelmintics at the time when fattening is started,O O O B-Agr O O O B-Agr O B-Agr O O B-Agr O B-Agr O O
427,Application of water sprays to the leaves of irrigated and non-irrigated grapevines caused a decline of stomatal resistance and - in non-irrigated plants - an increase of water potential and shoot elongation as well as a decrease of endogenous ABA,B-Agr O B-Agr B-Agr O O B-Agr O O O O B-Agr O O O O B-Agr I-Agr O O O O B-Agr O O O O B-Agr I-Agr O O O O O O O O O O B-Agr
428,There was no relationship between grain size and rate of grain filling thereby suggesting that grain filling is determined by inherent endogenous factors,O O O O O B-Agr B-Agr O O O B-Agr B-Agr O O O B-Agr B-Agr O O O O O B-Agr
429,Information is given on the factors affecting the reproduction of Longidorid vectors of plant viruses,B-Agr O O O O B-Agr O O B-Agr O O B-Agr O O B-Agr
430,Pastoral stock-raising is analyzed: cattle population has endure a considerable reduction outstanding to respective factors: military events colonialist cattle-breeding bead high drought and attendant lower livestock capacity of territory total absence of sanitary services,O O O O B-Agr B-Agr O O O O B-Agr O O O B-Agr O B-Agr O B-Agr O O B-Agr O O O B-Agr O O B-Agr O O O O B-Agr
431,Tests with artified radiation and comparative tests under natural solar radiation show an almost linear temperature addition in aggregator with the global radiation,B-Agr O O I-Agr O O B-Agr O O B-Agr I-Agr O O O O B-Agr O O O O O O B-Agr
432,The data indicates that infected susceptible plants cv,O B-Agr O O O O B-Agr O
433,These results are discussed in terms of grazing management and feeding value,O B-Agr O O O O O B-Agr B-Agr O B-Agr O
434,In conscious dogs tablets caused marked clinical signs including restlessness sedation and convulsions (2 dogs),O O B-Agr B-Agr O O O O O O O O B-Agr O B-Agr
435,C(2)H(2) reducing ability markedly varied among the strains obtained from soils differing widely in their physico-chemical properties,O O B-Agr O O O O B-Agr O O B-Agr O O O O O B-Agr
436,The role of dissolved organic affair in larval nutrition is dicussed,O O O B-Agr B-Agr I-Agr O O B-Agr O O
437,Pruning and training systems that administer the fruiting surface more uniformly addition yields,B-Agr O B-Agr B-Agr O O O B-Agr O O O O B-Agr
438,There was a pronounced optimal water loss (7 percent) for maximum ABA accumulation in millet leaves,O O O O O B-Agr O O O O O B-Agr B-Agr O O B-Agr
439,Soil survey and morphology data were used in this circumstance to: (1) select experimental sites; (2) modify physical monitoring procedures; (3) deduce simulation models for swelling soils with macropores; (4) develop simple field methods for qualify basic physical soil properties and their regional variableness and (5) use soil maps for generalize the receive reading,B-Agr O O B-Agr B-Agr O O O O O O O O O B-Agr O O O B-Agr B-Agr O O B-Agr I-Agr O B-Agr B-Agr O O O O O O B-Agr O O O O B-Agr I-Agr O O O O O O O B-Agr I-Agr O O O O O
440,Stomatal length was not different between treatments but stomatal density was greater from high solar radiation environments,O B-Agr O O O O O O O B-Agr O O O O B-Agr I-Agr B-Agr
441,furthermore the transport of fat in the blood and the cholesterol metabolism are considered,O O B-Agr O O O O B-Agr O O B-Agr B-Agr O O
442,The 24-D binding to chromatin peculiarly increased during DNA synthesis,O O O O B-Agr O O O B-Agr B-Agr
443,The internal dollar-volume of potassium calcium magnesium and manganese chiefly took place by leaching,O O O O B-Agr B-Agr B-Agr O B-Agr O O O O B-Agr
444,Thermochemical processes are assure and possibly undervalue methods for change-over biomass to energy,O B-Agr O O O O O B-Agr O O B-Agr O B-Agr
445,Using data recorded in Umbria risk areas have been identified based on fires occurring in the last 20 years finding possible fire recurrence with the help of statistical analysis,O B-Agr O O B-Agr B-Agr B-Agr O O O O O B-Agr O O O O O O O O B-Agr O O O O O O B-Agr
446,Doubled plants were receive from all 51 clones,O B-Agr O O O O O B-Agr
447,Rhizosphere samples from rice straw-amended (3 and 6 tons/ha) soil expose more pronounced nitrogen-fixing activity than the samples from unamended soil; while the activity of the rhizosphere samples from soils receiving combined nitrogen (40 and 80 kilogram N/ha) was comparatively low,B-Agr B-Agr O B-Agr I-Agr O O O O B-Agr O O O B-Agr O O O B-Agr O O B-Agr O O O O O B-Agr B-Agr O B-Agr O O B-Agr O O O O O O O O
448,Current theories of phosphorus uptake by plants imply that they can augment diffusion to their root axes by the development of abundant root hairs or mycorrhizas,O O O B-Agr O O B-Agr O O O O O B-Agr O O B-Agr O O O B-Agr O O B-Agr I-Agr O O
449,The fungus causes necrosis and small cankers on the main stems,O O O B-Agr O O B-Agr O O O B-Agr
450,The basis of a correct management of these forest plantations lies in the cooperation between public and private agencies Research Institutes and wood industries,O O O O O B-Agr O O B-Agr I-Agr O O O B-Agr O O O O B-Agr B-Agr B-Agr O B-Agr O
451,Mg-ATPase activity was show in isolated beetroot vacuoles,O O O O O O B-Agr B-Agr
452,Data on quantity and quality of production for every pruning treatment are given,B-Agr O O O B-Agr O B-Agr O O B-Agr O O O
453,The presented simulation offers a quantitative analysis,O O B-Agr O O O B-Agr
454,The climate of area is semiarid; the soil is shallow and silty with a bouldery subsoil,O B-Agr O B-Agr O O O B-Agr O O O O O O O B-Agr
455,Pastoral stock-raising is analyzed: cattle population has suffered a considerable reduction owing to several factors: military events colonialist cattle-breeding drop high drought and consequent lower livestock capacity of territory total absence of sanitary services,O O O O B-Agr B-Agr O O O O B-Agr O O O B-Agr O B-Agr O B-Agr O O B-Agr O O O B-Agr O O B-Agr O O O O B-Agr
456,Treatment with hydrogen peroxide of iron oxides induces a lessening of pyrophosphate solubility and surface specific area,O O B-Agr I-Agr O B-Agr I-Agr O O O O O B-Agr O O O B-Agr
457,Water stress increased the endogenous ABA level of pollen grain,B-Agr B-Agr O O O B-Agr O O B-Agr B-Agr
458,The paper exemplify a road model which was designed based on results of research,O B-Agr O O O O O O B-Agr O O B-Agr O B-Agr
459,The research on training systems that we have been conducting has pointed out that their study should be desperately promote in order to make nowadays systems more rational and to specify training system models which will better meet the requirements of modern viticulture,O B-Agr O B-Agr B-Agr O O O O O O O O O O O O O O O O B-Agr O O O B-Agr O O O O O B-Agr B-Agr B-Agr O O O O O B-Agr O O B-Agr
460,This production stimulates results in ever-increasing surpluses and market subsidies which can hardly be financed any longer,O B-Agr O B-Agr O O B-Agr O O B-Agr O O O O B-Agr O O
461,Few pupae were obtained and no adults emerged,O B-Agr O O O O B-Agr O
462,Nevertheless these results do not exclude that untreated wastewater used for irrigation in agriculture can pollute shallow acquifers,O O B-Agr O O O O O B-Agr I-Agr O B-Agr O B-Agr O O O O
463,In our discussion we point out the diffusion of this species in different areas of production of Grana cheese,O O O O O O O B-Agr O O B-Agr O O B-Agr O B-Agr O O B-Agr
464,Finally some complementary remarks are presented on the seed density and the tiller or stolon density; the seed density and the real density; the area-species model; the weight and the density,O O O O O O O O B-Agr B-Agr O O O O O B-Agr O B-Agr B-Agr O O O B-Agr O B-Agr O O B-Agr O O B-Agr
465,It is instead a demanding plant and needs favorable climatic sites for satisfactory production,O O O O B-Agr O O B-Agr O O B-Agr O O B-Agr
466,Results verified the relative lack of yield sensitivity to vegetative stage water stress and the high sensitivity of the reproductive stages,B-Agr O O O O O O O O B-Agr I-Agr B-Agr B-Agr O O O O O O O B-Agr
467,The results are discussed with respect to the development stability and management of heath-ecosystems,O B-Agr O O O O O O B-Agr B-Agr O B-Agr O O
468,The analysis analyze tight three of-import generative sectors: integrative meat fruit and vegetables products and wine,O B-Agr O O O O O O O B-Agr O O B-Agr B-Agr O O
469,VAM infection was reduced in the upper soil layer by straw mulch perchance through a reduction in temperature,O B-Agr O O O O O B-Agr O O B-Agr O O O O B-Agr O B-Agr
470,Accumulation is greater in cheese and in moulded casein than when proteins are prevailing on promptly available carbohydrates,B-Agr O O O B-Agr O O O B-Agr O O B-Agr O O O O O B-Agr
471,These information processing methods require that economic and technical data be integrated with accounting systems,O B-Agr I-Agr B-Agr O O O O O B-Agr O O O B-Agr B-Agr
472,Nickel was more uniformly distributed over the total soil depth than the other two metals,B-Agr O O O O O O O B-Agr B-Agr O O O O B-Agr
473,This programme respect Italian forest problems and their solution could offer of-import results as to: soil protection recovery of unproductive lands growing demand for wood and -last but not least - unemployment,O O O O O O O O O O O O B-Agr O O B-Agr B-Agr B-Agr O O B-Agr O B-Agr O B-Agr O O O O O O B-Agr
474,Possible ranges differ for the different assessment factors,O O O O O O B-Agr B-Agr
475,Sodium hydroxide doesn't reason singular effects on the hempen components of material: it postdate alternatively an improvement of cellulase digestibility of organic matter: for the barks without treatment it has a mean value 21,B-Agr I-Agr O O O B-Agr O O O B-Agr O O O O O O B-Agr O B-Agr B-Agr O B-Agr I-Agr O O B-Agr O O O O O O O O
476,Cytokinins limit the match physiological processes only if nitrogen nutrition is low,B-Agr O O O B-Agr I-Agr O O B-Agr B-Agr O O
477,Computer simulation techniques to be focused on the individual assessment factors are needed to answer these questions,O B-Agr B-Agr O O O O O O B-Agr B-Agr O O O O O O
478,Sodium hydroxide and ammonia treatments have presumption no deviation in chemical composition of silages but have find storage trouble after silo opening,B-Agr I-Agr O B-Agr O O O O O O B-Agr I-Agr O B-Agr O O O B-Agr O O O O
479,No correlation was establish between the ammonium levels and the numbers of nitrifying bacteria in the soil and no indicant of inhibition of nitrifying bacteria in the rhizosphere were receive,O B-Agr O O O O B-Agr B-Agr O O O O O B-Agr O O B-Agr O O O O B-Agr O O B-Agr O O B-Agr O O
480,The data bespeak that taint susceptible plants cv,O B-Agr O O O O B-Agr O
481,Two snails of the genus Achatina kept in the laboratory at room temperature showed a remarkable reproductive ability,O B-Agr O O B-Agr B-Agr O O O O O O B-Agr O O O O B-Agr
482,In witting dogs tablets caused marked clinical signs admit impatience sedation and convulsions (2 dogs),O O B-Agr B-Agr O O O O O O O O B-Agr O B-Agr
483,Sodium hydroxide and ammonia treatments have given no differences in chemical composition of silages but have determined storage difficulties after silo opening,B-Agr I-Agr O B-Agr O O O O O O B-Agr I-Agr O B-Agr O O O B-Agr O O O O
484,Finally the results of a comparative analysis of fiscal pressure in agriculture in six member countries are presented,O O B-Agr O O B-Agr I-Agr O O B-Agr O B-Agr O O O B-Agr O O
485,Nickel concentration of 50 micro g/g in shoots did not reduce the dry matter production in rye grass although slight chlorosis did appear at this level,B-Agr O O O O O O B-Agr O O O O B-Agr I-Agr B-Agr O B-Agr O O O B-Agr O O O O O
486,Differences in final grain weight were as expected associated with parallel changes in rate and duration of grain filling,O O O B-Agr B-Agr O O O O O O O O O O B-Agr O B-Agr B-Agr
487,The rate and amount of tissue culture growth decreased as the oxygen partial pressure decreased below 50 mmHg regardless of whether it was obtained by low pressure or controlled atmosphere techniques,O O O O O B-Agr I-Agr B-Agr O O O B-Agr O B-Agr O O O O O O O O O O O O B-Agr O O B-Agr B-Agr
488,pursuit the data analysis the writer offer some concern correlations between the behaviour of the species in their environment fishing activity the yields receive,O O B-Agr I-Agr O O O O O B-Agr O O B-Agr O O B-Agr O O B-Agr B-Agr O O B-Agr O
489,A hardening effect of tissue dehydration is supposed to be related to an improved stability of cell membranes,O B-Agr O O B-Agr B-Agr O O O O O O O O B-Agr O O B-Agr
490,Ethanol suppress apparent new synthesis of phytochrome,B-Agr O O O B-Agr O B-Agr
491,The ultrastructure of the thylakoids of barley chloroplasts was analyze by freeze-fracturing and freeze-etching,O B-Agr O O B-Agr O B-Agr B-Agr O O O O O O
492,Collective ownership of land can under these circumstances facilitate livestock development rather than impede it,B-Agr I-Agr O B-Agr O O O O O B-Agr B-Agr O O O O
493,This production excite results in ever-increasing surpluses and market subsidies which can barely be financed any longer,O B-Agr O B-Agr O O B-Agr O O B-Agr O O O O B-Agr O O
494,Flavour and dry matter content were the most important quality factors indicated by local farmers,B-Agr O B-Agr I-Agr I-Agr O O O O B-Agr B-Agr O O O B-Agr
495,In anesthetize cats tablets caused marked electrocardiogram alteration in all 6 animals combined with pronounced acidosis in 3 of the animals,O O B-Agr B-Agr O O O O O O O B-Agr O O O B-Agr O O O O B-Agr
496,nevertheless older leaves respond in the first instance on nitrogen and light,O O B-Agr O O O O O O B-Agr O B-Agr
497,These results are discourse in terms of grazing management and feeding value,O B-Agr O O O O O B-Agr B-Agr O B-Agr O
498,Irish sphagnum peat was admit for comparing,O B-Agr B-Agr O O O O
499,This was accomplish by extinguish the gap in timing between urea hydrolysis and ammonium nitrification,O O O O O O O O B-Agr O B-Agr B-Agr O B-Agr B-Agr
500,The study refers to the influence of pelleting on seed viability,O O O O O O O B-Agr O B-Agr B-Agr
501,No correlation was found between the ammonium levels and the numbers of nitrifying bacteria in the soil and no indications of inhibition of nitrifying bacteria in the rhizosphere were obtained,O B-Agr O O O O B-Agr B-Agr O O O O O B-Agr O O B-Agr O O O O B-Agr O O B-Agr O O B-Agr O O
502,The blood levels of calcium increased with advancing pregnancy and decreasing milk secretion,O B-Agr B-Agr O B-Agr O O O B-Agr O O B-Agr B-Agr
503,Crystal aluminium phosphates seem to satisfy about 10-25% of the phosphorus needs of crops,O B-Agr B-Agr O O O O O O O B-Agr B-Agr O B-Agr
504,The diagrams demo can supply a reliable basis of calculation heat-pump principle plants admit the information about the areas of real efficiency,O O O O B-Agr O O O O B-Agr B-Agr O B-Agr O O B-Agr O O B-Agr O O B-Agr
505,The hybrids clearly manifested heterotic effects,O B-Agr O O O B-Agr
506,The internal turnover of potassium calcium magnesium and manganese mainly took place by leaching,O O O O B-Agr B-Agr B-Agr O B-Agr O O O O B-Agr
507,The charge-per-unit and amount of tissue culture growth diminish as the oxygen partial pressure diminish below 50 mmHg careless of whether it was receive by low pressure or controlled atmosphere techniques,O O O O O B-Agr I-Agr B-Agr O O O B-Agr O B-Agr O O O O O O O O O O O O B-Agr O O B-Agr B-Agr
