text,labels
Leaf water potential was highly correlated with needle water content when measurements were taken under low transpiration conditions which minimized the flow-related component of water potential,B-Agr B-Agr I-Agr O O O O O B-Agr O O B-Agr O O O O B-Agr O O O O O O O B-Agr O
When trees were cut and allowed to dry upright the needles retained water and a stable leaf water potential for up to 33 days as the stem sapwood was depleted,O B-Agr O O O O O O O O O O B-Agr O O O B-Agr B-Agr I-Agr O O O O O O O O B-Agr O O
Sapwood water content of intact trees remained fairly constant at 60-70 per cent of saturation throughout the summer,B-Agr B-Agr O O O B-Agr O O O O O O O O B-Agr O O B-Agr
Eight groups of citrus varieties grown in Spain were included in this study,O B-Agr O B-Agr B-Agr O O B-Agr O O O O O
Citrus pulp composition was (dry matter basis) 60-65 per cent peel 30-35 per cent segment pulp and 0-10 per per cent seeds,B-Agr B-Agr B-Agr O O I-Agr O O O O B-Agr O O O O B-Agr O O O O O B-Agr
Citrus seeds had a high percentage of protein ether extract and crude fibre,B-Agr B-Agr O O O O O O O O O O O
Segment pulp contained slightly less fibre than citrus pulp,O B-Agr O O O O O B-Agr B-Agr
The proximate composition of citrus pulp was similar to that of the peel fraction and did not differ from previous results,O B-Agr I-Agr O B-Agr B-Agr O O O O O O B-Agr O O O O O O O B-Agr
The drying process was studied,O B-Agr O O O
C and the addition of calcium hydroxide affected fractions of the pulp mainly by increasing ash and fibre contents,O O O O O B-Agr I-Agr O O O O B-Agr O O O O O O O
Noticeable changes were found only with the response to adenosine and none of the changes in receptor response were correlated with weight changes feeding rates cessation of feeding or transition into the prepupal phase,O O O O O O O O O B-Agr O O O O O O O O O O O B-Agr O B-Agr O O O B-Agr O O O O O O
The profiles were dug 19-21 July 1978 described and then samples with a defined volume (420 cm ('3)) were taken for each 10 cm down through the profiles,O B-Agr O O O O O O O O B-Agr O O O B-Agr O O O O O O O O O O O O B-Agr
For selected samples humus content texture and content of free iron- and aluminium oxides were determined,O O B-Agr B-Agr O B-Agr O O O O O O B-Agr B-Agr O O
Four of the five profiles consisted of fine sand and one was slightly loamy,O O O O B-Agr O O B-Agr I-Agr O O O O O
For soils without these horizons root depths exceeding 120 cm were found,O B-Agr O O I-Agr O B-Agr O O O O O
The upper layer of all profiles had been exposed to wind activity whcih had removed the finer material; the share of coarse sand was therefore a little higher in the topsoil,O O O O O B-Agr O O O O O O O O O O O O O O O B-Agr I-Agr O O O O O O O B-Agr
Antigens are used separately and in pools of two,B-Agr O O O O O O O O
The beta- and gamma-polypeptide chains were previously demonstrated to be formed by limited protcolysis of the alpha-polypeptide chain,O O O O B-Agr O O O O O O O O O O O O B-Agr
It is suggested that the large polypeptide is a precursor of the intestinal aminopeptidase,O O O O O O O O O O O O O B-Agr
No growth difference was indicated for silver carp in fertilized ponds and ponds receiving artificial feed,O B-Agr O O O O B-Agr B-Agr O O B-Agr O B-Agr O O O
Growth of bighead carp increased substantially with the addition of artificial feed,B-Agr O O B-Agr O O O O O O O O
Silver carp grew more rapidly in cages than bighead carp,B-Agr B-Agr O O O O B-Agr O O B-Agr
In the veins of the infected leaf portions some vascular elements appear discoloured are plugged by various materials although they are not invaded by the pathogen,O O O O O O O O O O B-Agr O O O O O O B-Agr O O O O O O O O
Selection on morphology pollen size and pollen shape followed by a selection on seed size proved to be an effective way to identify the mixoploid C(0) plants,B-Agr O B-Agr B-Agr I-Agr O B-Agr O O O O B-Agr O B-Agr I-Agr O O O O O O O O O O O B-Agr
Plasma or serum levels of amitriptyline and nortriptyline were determined,O O O B-Agr O O O O O O
In anaesthetized cats tablets caused marked ECG changes in all 6 animals combined with pronounced acidosis in 3 of the animals,O O B-Agr B-Agr O O O O O O O B-Agr O O O B-Agr O O O O B-Agr
The sustained release form caused no electrocardiographic changes in 4 animals and moderate disturbances in 2 animals without acidosis in any of the 6 cats,O O O O O O O O O O B-Agr O O B-Agr O O B-Agr O B-Agr O O O O O B-Agr
Almost identical haemodynamic changes were seen in both groups,O O O O O O O O B-Agr
The plasma levels did not indicate poorer absorption from one preparation than from the other,O O B-Agr O O O O B-Agr O O O O O O O
In conscious dogs tablets caused marked clinical signs including restlessness sedation and convulsions (2 dogs),O O B-Agr B-Agr O O O O O O O O B-Agr O B-Agr
Pronounced electrocardiographic changes were seen in all 4 dogs,O O O O O O O O B-Agr
Bundle branch block developed in 3 dogs,O O O O O O B-Agr
The sustained release preparation caused slight to moderate sedation and no convulsions,O O O O O O O O O O O B-Agr
Moderate changes were seen in the remaining dogs,O O O O O O O B-Agr
Acidosis was most pronounced after the tablets,B-Agr O O O O O B-Agr
The serum drug levels clearly show that the absorption is much slower after administration of the sustained release preparation than after tablet administration and that somewhat lower amounts of drug are absorbed from the sustained release preparation than from tablets,O O O B-Agr O O O O B-Agr O O O O B-Agr O O O O O O O B-Agr B-Agr O O O O O O O O O O O O O O O O B-Agr
It is evident from the present studies that administration of high doses of amitryptyline as a sustained release preparation causes less toxic manifestations than given as conventional tablets,O O O O O O O O B-Agr O O O O O O O O O O O O O O O O O O B-Agr
Its primary value lies in its content of astaxanthin which is much higher (5-50 times) than that found in crustacean meals,O O O O O O O O B-Agr O O O O O B-Agr O O O O O O
When fed to rainbow trout the deposition of astaxanthin in the fish flesh was dependent on the proper preparation of yeast cells before their inclusion into the feed,O O O O B-Agr O O O B-Agr O O B-Agr O O O O O O O O O B-Agr O O B-Agr O O O
No astaxanthin was nutritionally available from intact yeast,O B-Agr O O O O O O
Its amino acid profile is well balanced but is deficient in methionine,O O O O O O O O O O O B-Agr
For all the cereals tested it has been observed a decreasing of nutritional value when utilized at fully ripe in comparison to dough stage,O O O B-Agr O O O O O O O O O O O O O O O O O O O O
Microtubules are seen to form thick anastomosing networks,B-Agr O O O O O O B-Agr
This report establishes the feasibility of extending to lower plants techniques routinely used for animal cells and which are beginning to be used for algal protoplasts and higher plant cells,O O O O O O O O O B-Agr B-Agr O O O O B-Agr O O O O O O O O O B-Agr O O B-Agr B-Agr
Respiration after treatment increased with violence of the shaking as did also the severity of blue spot,B-Agr O O O O B-Agr O O O O O O O O O O O
Close correlations exist between the extent of blue spot as well as the increase in respiration rate up to 54 hours after shaking and both weight loss and starch loss of the tubers,O B-Agr O O O O O O O O O O O O O B-Agr I-Agr O O O O O O O O B-Agr O O B-Agr O O O B-Agr
During the storage season 1977/78 the respiration rate was found to increase with approximately equal sharpness following three shaking treatments carried out at intervals of six weeks,O O B-Agr O O O B-Agr I-Agr O O O O O O O O O O O O O O O O O O O
The maximum respiration rate was reached 43 hours after shaking at the end of October and 96 hours afterwards in the middle of January,O O B-Agr I-Agr O O O O O O O O O O O O O O O O O O O O
The quantitative relationship between blue spot and increase in the respiration rate up to 48 hours after shaking was examined in 144 tests with tubers from different sources,O O O O O O O O O O B-Agr I-Agr O O O O O O O O O O B-Agr O B-Agr O O B-Agr
It was observed that increasing susceptibility of the tubers to blue spot was accompanied by a proportional increase in respiration rate,O O O O O O O O B-Agr O O O O O O O O O O B-Agr O
Increase in respiration during the first days after a shaking treatment of the tubers is proportional to the amount of blue spot induced by the shaking,O O B-Agr O O O O O O O O O O B-Agr O O O O O O O O O O O O
The long duration of the accelerated respiration is independent of blue spot,O O B-Agr O O O B-Agr O O O O O
Cattle were treated orally with levamisole hydrochloride (10 per cent powder) at a dose of 7,B-Agr O O O O B-Agr O O O O O O O O O O
Lesions on the muzzle and teats disappeared or were reduced within 4 weeks of the first medication,B-Agr O O O O B-Agr O O O O O O O O O O O
In some cattle a sign of recurrence was observed 8 weeks after medication,O O B-Agr O O O O O O O O O O
No Stephanofilaria worms were detected at 1 week after medication,O B-Agr O O O O O O O O
The dose was 2 ml/teat (364 mg of active ingredient) or 2 ml/45 kg of body weight for the side of the neck,O O O O O O O O O O O O O O O B-Agr I-Agr O O O O O B-Agr
There was marked improvement as with oral medication,O O O B-Agr O O O O
Total dry weights of both species increased with increasing irradiance level during growth,O O B-Agr O O B-Agr O O O B-Agr O O B-Agr
Shading affected the percentage dry matter in the roots and number of leaves of both species,B-Agr O O O B-Agr I-Agr O O B-Agr O O O B-Agr O O B-Agr
Significant differences between the species were observed in most of the parameters studied,O O O O B-Agr O O O O O O B-Agr O
Tolerance of sodium chloride was examined in a few strains and even putatively fresh water strains were found to be appreciably tolerant,B-Agr O B-Agr I-Agr O O O O O B-Agr O O O O B-Agr B-Agr O O O O O O
The more suitable fertilization efficiency appears depending on high nitrogen availability for the short cycle hybrid characterized by remarkable but short metabolic processes; on the contrary the nutrient supply with high level of both nitrogen and phosphorus agrees with the long cycle hybrid for its low but prolonged metabolism,O O O B-Agr B-Agr O O O O B-Agr O O O O O O O O O O O O B-Agr O O O O O B-Agr O O O O O B-Agr O B-Agr O O O O O O O O O O O B-Agr
Fluctuation of temperature resulted also in bigger leaves of deep green colour,O O B-Agr O O O O B-Agr O O O B-Agr
Application of GA(3) as a foliar spray increased the number of flower stalks /10-12 as compared to 6-9 in control plants/ and diameter of the flower,B-Agr O O O O O O O O O O O O O O O O O O O O O B-Agr O O O
Other genes participate in local extensions of melanic areas,O B-Agr O O O B-Agr O O B-Agr
It is suggested that auxins play an important role in the development of barley grains,O O O O B-Agr O O O O O O B-Agr O B-Agr B-Agr
At least six different fractions have been obtained by successive increases of the ionic strength of the medium,O O O O O O O O O O O O O O B-Agr O O O
Coating of urea with these chemicals was more effective than direct application to the soil,B-Agr O B-Agr O O B-Agr O O O O O B-Agr O O B-Agr
Finally it is concluded that if 'voluntary' export restrictions will come about the EC ought to actively and financially participate in a crop diversification program in Thailand to alleviate the burden of the small Thai farmers,O O O O O O O O B-Agr O O O O O O O O O O O O O B-Agr B-Agr O O B-Agr O O O O O O O O B-Agr
A method for early identification of non-pregnant and pregnant ewes is described,O O O O B-Agr O O O O B-Agr O O
"Ewes were diagnosed non-pregnant according to whether their lowest progesterone concentration (p) was below or above a ""discriminatory value""",B-Agr O O O O O O O O B-Agr O O O O O O O O O
In the section the chorion consists of a very thin compact layer from which the ridges get up,O O O O B-Agr O O O O O O O O O O O O O
Particularly good results were obtained in the prevention of constipation and the treatment of other prior or concomitant intestinal passage disturbances,O O B-Agr O O O O O O B-Agr O O O O O O O O O O B-Agr
They have revealed that in resistant trees infections are confined in sectorial zones of xylem also in advanced stages of infection process and that infected tissues are lined by cicatricial structures,O O O O O O B-Agr B-Agr O O O O O O B-Agr O O O B-Agr O B-Agr O O O O B-Agr O O O O B-Agr
These arise also in susceptible trees but undergo degeneration phenomena,O O O O O B-Agr O O O B-Agr
Flavour and dry matter content were the most important quality factors indicated by local farmers,B-Agr O B-Agr I-Agr I-Agr O O O O B-Agr B-Agr O O O B-Agr
This difficulty can be overcome with in vivo or in vitro adventitious bud techniques which in combination with radiation give almost exclusively solid non-chimeric mutants and unmutated plants,O O O O O O B-Agr O O B-Agr I-Agr O O B-Agr O B-Agr O O B-Agr O O O O O B-Agr O O B-Agr
This is usually explained on the basis of the ultimate development of the apex of adventitious shoots from single (epidermal) cells,O O O O O O O O O O B-Agr O O O O O B-Agr O O O B-Agr
To investigate whether chimera formation is a matter of chance as a result of which genotypically different cells form the apex of an adventitious shoot a stochastic model has been developed which describes the process of apex formation and by which the expected relative chimera percentages E(RCP'S) are calculated,O O O O O O O O O O O O O O O O O B-Agr O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The discrepancy between these RCP'S and the actual figures obtained in various crops either propagated in vivo or in vitro leads to the postulate that the apex of the adventitious shoot is formed from only one (epidermal) cell of the meristem or the callus,O O O O O O O O O O B-Agr O B-Agr O O B-Agr O O B-Agr I-Agr B-Agr O O O O O O O O O O O O O O O O O O O O O O B-Agr
He deplores that just while the market of these products is recovering producers' supply is inadequate,O O O O O O O O O B-Agr O O O B-Agr O O
If on one hand it is necessary to revise wrong behaviours concerning the use of paper on the other hand it is indispensable to improve the quality of waste paper through a differentiated upstream collection,O O O O O O O O O O B-Agr O O O O I-Agr O O O O O O O O O O B-Agr O B-Agr I-Agr O O O O B-Agr
The Authors describe the anatomo-histopathological patterns observed in calves whose death was caused by non-controlled watering with salt water,O O O O O O O O B-Agr O B-Agr O O O O B-Agr O O B-Agr
The physical-chemical analysis performed on the above water demonstrated the presence of a very high chloride content with particular reference to sodium chlorides,O O I-Agr O O O O B-Agr O O O O O O O I-Agr O O O O O B-Agr B-Agr
These effects of vitamin D deficiency on plasma T3 levels appeared to be reversible vitamin D supplementation after a period of vitamin D deficiency lowered T3 levels,O B-Agr O B-Agr I-Agr O O O O B-Agr O O O O B-Agr I-Agr O O O O O B-Agr I-Agr O O O B-Agr
Vitamin D3 vitamin D2 and the metabolites 25(OH)-D3 and 1 25(OH)(2)D3 were all effective in lowering plasma T3 levels; vitamin D3 appeared to be more effective than vitamin D(2),B-Agr O B-Agr O O O B-Agr O O O O O O O O O O O B-Agr B-Agr O O O O O O O O O
Plasma T4 levels were not affected by dietary vitamin D deficiency,O O B-Agr O O O O O B-Agr I-Agr O
Underfoliated vines and vines which had undergone a complete treatment of defoliation and also vines defoliated only in their productive belt were compared together,O O O O O O O O O O O B-Agr O O O O O O O O O O O O
In this way different fractions of losses and the efficiency of the harvesters were reported,O O O O O O B-Agr O O B-Agr O O B-Agr O O
This study confirmed that leaves directly or not are a considerable source of wastes; if only a part of the leaves are eliminated wastes are reduced without reducing the harvesters' efficiency,O O O O B-Agr O O O O O O O O B-Agr O O O O O O B-Agr O O B-Agr O O O O O B-Agr B-Agr
The current understanding of the particular contribution of those plasma proteins whose synthesis is now known to be K-dependent to the coagulation mechanism is described,O O O O O O O O O O B-Agr O B-Agr O O O O O O O O B-Agr O O O
With a foliar spray much more ancymidol per pot plant is needed to get the same degree of growth retardation,O O O O O O B-Agr O O O O O O O O O O O B-Agr O
After 3 weeks there are still about 20 per cent of the original amount of ancymidol remained in the recirculating nutrient solution,O O O O O B-Agr O O O O O O O O O B-Agr O O O O O O
Neither males nor females exhibited definitive refractory periods,O B-Agr O B-Agr O O O O
According to the fast uterine tissue uptake of M the drug response in this effector organ began quickly,O O O O O B-Agr O O O O O O O O O O O O
The simulated concentrations in the peripheral compartment of the two-compartment open model can be useful in the understanding of the rapid drug effect but they do not describe the real situation in any particular tissue,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Agr
The photosynthesis is especially stable and is submitted only to a development linked with the leaf surface growth,O B-Agr O O O O O O O O O B-Agr O O O O O B-Agr
The leaf respiration is nearly stable,O O B-Agr O O O
The root respiration ensured with O(2) and CO(2) fluctuates according to a typical thythm with two maxima,O O B-Agr O O O O O O O O O O O O O O
The respiratory quotient is about one during the vegetative stage,O B-Agr I-Agr O O O O O O O
Ammonium is totally consumed in the first hours after renewal of the nutrient solution,B-Agr O O O O O O O O B-Agr O O O O
Homogeneous regions of yield and weather fluctuations were defined by principal component analysis,O O O O O B-Agr O O O O O O B-Agr
Within these regions relationships between yield and weather were investigated by multiple regression,O O O O O O O B-Agr O O O O O
The x-ray contrast method seemed to be unsuitable as none of the inorganic or organic contrast materials tested impregnated the dead seed clearly; only a proportion of the dead seeds was impregnated by any of the contrast agents and conversely a proportion of the living seeds was also impregnated by all of them,O O O O O O O O O O O O O O O O B-Agr O O O O B-Agr O O O O O O O B-Agr O O O O O O O B-Agr O O O O O O O B-Agr O O O O O O O
This led to lower quality seed (stored seed) being too highly graded and to freshly harvested seed being graded too harshly,O O O O B-Agr B-Agr O B-Agr O O O O O O O O B-Agr O O O O
Compared with the control method (tetrazolium test) in 65 per cent of cases the values derived from the x-ray contrast method exceeded the greatest permissible tolerance as laid down in the International Rules for Seed Testing,O O O O O O O O O O O O O O O O O O O O O O O O O B-Agr O O O O O O B-Agr O B-Agr B-Agr
Values obtained from x-ray test agreed with results from the concurrently run control method,O O O O O O O B-Agr O O O O O O
Many tests have confirmed the accuracy of the results and proved the advantages of this x-ray test demanding as it does minimal expenditure of time and labour,O B-Agr O O O B-Agr O O B-Agr O O O O O O O B-Agr B-Agr O O O O B-Agr O B-Agr O B-Agr
The purpose was to compare two feed mixtures in the period from 20 to 90 kg with continuously decreasing amounts of protein supplement in the total diet,O O O O O O O O O O O O O O O O O O O O O O O O O O B-Agr
The diet for the control group contained 24 and 12 per cent soy-bean meal in the periods 20-50 and 50-90 kg respectively,O B-Agr O O O O O O O O O O O O O O O O O O O O
Three experimental groups received diets in which the amounts of soybean meal were decreased once a week,O O B-Agr O B-Agr O O O O O B-Agr I-Agr O O O O O
The total amounts of soybean meal were similar for group 2 and 3 as for the control group while group 4 had 10 per cent less soybean meal,O O O O B-Agr I-Agr O O O O O O O O O O O O O O O O O O O O O O
The four groups consumed the following amounts of digestible protein and digestible lysine pr,O O B-Agr O O O O O B-Agr I-Agr O B-Agr B-Agr O
The daily gain and feed efficiency did not differ significantly for group 1 2 and 3 while group 4 had significantly poorer gain and feed efficiency,O O O O O B-Agr O O O O O O O O O O O O O O O O O O O B-Agr
The daily gain at different live weights is shown in Figure 4,O O O O O B-Agr I-Agr O O O O O
The carcass quality is shown in Figure 5,O O B-Agr O O O O O
It was investigated whether separate maintenance breeding during 12 years of three stocks of 'Zephyr' barley had an effect on yielding ability and other characteristics,O O O O O B-Agr B-Agr O O O O O B-Agr O O B-Agr O O O O O B-Agr O O O
The present paper mainly based on literature studies is an attempt to elucidate the political role played by the Danish Forestry Society during the last decennia,O O B-Agr O O O B-Agr O O O O O O O O O O O O O B-Agr B-Agr O O O O
It is the object of the Society to promote forestry interests professional as well as economic,O O O O O O B-Agr O O B-Agr O O O O O O
Due to its wide range of activities the Society has succeeded in getting a wide number of members where all branches of the Danish society are presented,O O O O O O B-Agr O B-Agr O O O O O O O O O O O B-Agr O O O B-Agr O O
A number of services are offered to members through the office of the Society,O O O B-Agr O O O O O O B-Agr O O B-Agr
One important task of the executives appointed to the office is to influence the political development where members' interests are involved not only by approaching the authorities in for instance legislation matters but also by safeguarding the interests of forestry for instance in relation to the wood industry,O O O O O O O O O B-Agr O O O O O B-Agr O O O O O O O O O O B-Agr O O O B-Agr O O O O O O O O B-Agr O O O O O O B-Agr B-Agr
In the present study special weight is laid on describing the importance of the Danish Forestry Society in the legislation process,O O O O O B-Agr O O O O O O O O O B-Agr B-Agr O O B-Agr O
A number of examples are given of the attempts of the Society to influence legislation,O O O O O O O O O O O B-Agr O O B-Agr
A number of cases where legislation has opposed the stand-points of the Society illustrate the difficult conditions under which a rather small interest organization exerts its political influence,O O O O O B-Agr O O O O O O B-Agr O O O O O O O O O O B-Agr O O O O
The assumption that forestry's resources will be in growing demand in future corroborates the conclusion that a political effort from the Danish Forestry Society will always be needed,O O O B-Agr B-Agr O O O O B-Agr O O O O O O O O O O O O B-Agr B-Agr O O O O
Matilde a new early ripening table grape variety is described,O O O O B-Agr O O B-Agr O O
Ripening season is about one week after Cardinal in a good period for table grape market because in that period there are no other table grape varieties with big white berries,B-Agr O O O O O O O O O O O O O O O O O O O O O O O O O B-Agr O O O B-Agr
The dimensions of the vertebra in particular are respectively far superior and inferior to those of the homologous bones of Rh,O B-Agr O O O O O O O O O O O O O O O O B-Agr O O
Table 1 gives the main results,O O O O O B-Agr
It appears that the response to NPKMgCu fertilization is around 15 per cent as an average for the 7 years after the fertilization,O O O O O O O B-Agr O O O O O O O O O O O O O O B-Agr
Measurement of nitrate and chloride in the soil profile have been made in a grassland field at the National Grassland Research Institute Tochigi which received heavy applications at the rate of 60 kg/ha of nitrogen and chloride as potassium nitrate and calcium chloride respectively at 5 days interval in the summer wet season,B-Agr O I-Agr O I-Agr O O B-Agr O O O O O O O O O O O O B-Agr O O O O O B-Agr O O O O O O O B-Agr O I-Agr O B-Agr I-Agr O B-Agr I-Agr O O O O O O O B-Agr O O
From the change of NO(3)-N/Cl ratio in the soil profile and the plant uptake of nitrogen and chloride considerable reduction of NO(3)-N and its loss from the root-mat zone was suggested,O O O O O O O O B-Agr O O O O O O B-Agr O O O B-Agr O O O O O O O O O O O
The fungus causes necrosis and small cankers on the main stems,O O O B-Agr O O B-Agr O O O B-Agr
The pH-KCl optimum for all clones was 4,O O O O O B-Agr O O
All clones also exhibited serious growth depressions at pH-KCl 4,O B-Agr O O O B-Agr O O O O
The K status of the trees was not influenced by pH-KCl,O O O O O B-Agr O O O O O
Foliar K concentrations were highest on marine soils and on soils previously used as arable land,O O O O O O O B-Agr O O B-Agr O O O O B-Agr
Author deals with beef production from a genetical point of view,O O O B-Agr B-Agr O O O O O O
The latter gives generally products of economical value because of their superiority over the poorer breed even when they do not show any heterotic effect: this is the case of beef breeds x dairy breeds crosses,O O O O B-Agr O O O O O O O O O O B-Agr O O O O O O O O O O O O O O B-Agr B-Agr O O B-Agr O
Fertility is generally improved by crossbreeding,B-Agr O O O O O
Surface samples of a brown earth soil showing signs of podzolization were transferred from an unpolluted woodland site and exposed to heavy atmospheric pollution for a period of one year,O B-Agr O O O B-Agr B-Agr O O O O O O O O O O B-Agr O O O O O B-Agr O O O O O O
Although exposure resulted in a decrease in soil pH from 4,O O O O O O O B-Agr I-Agr O O
The rate of ammonification was however higher in the exposed than the control soil,O O O B-Agr O O O O O O O O O B-Agr
Microbial activity in the unpolluted soil was not therefore substantially impaired by exposure to heavy atmospheric pollution despite the fact that the pH of the soil was reduced,O O O O O B-Agr O O O O O O O O O O B-Agr O O O O O O O O B-Agr O O
Histological changes and organogenesis of adventitious buds were studied on the 1-st 3-rd 5-th 7-th 11-th and 15-th days of the culture,O O O B-Agr O B-Agr I-Agr O O O O O O O O O O O O O O O
Four ponds received the wastes from 500 1000 2000 and 4000 laying hens/ha respectively while the fifth pond received no poultry wastes,O B-Agr O O B-Agr O O O O O O O B-Agr O O O O B-Agr O O B-Agr B-Agr
After a 150-day growing period final mean fish weights and average daily production paralleled the rates of organic fertilization,O O O O O O O B-Agr B-Agr O O O B-Agr O O O O O B-Agr
Survival reached or exceeded 95 per cent in all ponds,B-Agr O O O O O O O O B-Agr
Even for this wine as already checked for that in other Sicilian areas there is the problem of the stability of the limpidity because of the contents for tendency high in calcium and in iron,O O O O O O O O O O O O B-Agr O O O O O O B-Agr O O O O O O O O O O O B-Agr O O B-Agr
The best three treatments for growth were 2005 and 25 mg/1 for GA IAA and NAA respectively with 200 mg/l GA the greatest,O O O O O B-Agr O O O O O O O B-Agr O B-Agr O O O O O O O
All the growth regulator concentrations tended to decrease the mineral content in the pods,O O B-Agr O O O O O O B-Agr I-Agr O O B-Agr
The concentration of carbohydrates in the pods increased by treating the seeds with 200 mg/l GA 5 and 10 mg/l IAA and 20 and 25 mg/l NAA,O O O B-Agr O O B-Agr O O O O B-Agr O O O O O O O O B-Agr O O O O O B-Agr
The yield was significantly increased by soaking the seeds in different concentrations of GA IAA and NAA solutions which significantly effected the number and weight of pods per plant,O O O O O O B-Agr O B-Agr O O O O O B-Agr O B-Agr B-Agr O O O O O O B-Agr O B-Agr O O
On the other hand treatments did not affect the pod weight length and diameter,O O O O O O O O O O B-Agr B-Agr O B-Agr
C the development and severity of the infection depends on the temperature and the pH of the water culture solution,O O B-Agr O O O O B-Agr O O O B-Agr O O O O O B-Agr O O
Thus a temperature of 30 deg,O O B-Agr O O O
C seems to restrict the growth of the fungus while compared with pH 6,O O O O O B-Agr O O O O O O O O
At a solution temperature of about 20 deg,O O O B-Agr O O O O
Some of the solutions were irradiated with ultraviolet light,O O O B-Agr O O O O B-Agr
It was found that this irradiation caused iron deficiency (chlorosis) probably because the UV-light broke down the iron chelate applied,O O O O O B-Agr O B-Agr O O O O O O O O O B-Agr O O
Barley wax contained in addition to the well known hentriacontan-1416-dione small amounts of tritriacontan-1618-dione nonacosan-1214-dione and nonacosan-1416-dione,B-Agr O O O O O O O O O O O O O O O O
Five Beta-diketones were identified in carnation wax: nonacosan-1012-dione nonacosan-1214-dione hentriacontan-1214-dione tritriacontan-1214-dione and tritriacontan-1416-dione,O B-Agr O O O O O O O O O O O
This confirms that the carbon chain of the C(31) Beta-diketone is formed in vivo by an elongation mechanism which proceeds from the C(31) toward the C(1) end of the molecule,O O O O B-Agr O O O O B-Agr O O O O O O O O O O O O O O O O O O O O
Eel yields up to 40 kg/ha are not unusual with this type of gear,O B-Agr O O O O O O O O O O O O
Furthermore active fishing gear is more effective and can be used also in lakes in which it is difficult to apply traditional eel traps,O O B-Agr I-Agr O O O O O O O O O B-Agr O O O O O O O O O B-Agr
The latter fact is of special significance in view of the increasing number of lakes stocked with eel and improvement of eel stocking effectiveness,O O O O O O O O O O O O O O B-Agr B-Agr O O O B-Agr O O B-Agr O
The results showed that the greatest seed exudation occurred with the variety G-130 which is the most susceptible to pre-emergence damping-off compared with the resistant varieties BG-203 and C-214,O B-Agr O O O O B-Agr B-Agr O O O B-Agr O O O O O O O O O O O O O B-Agr O O O
The soil and vegetation of two saline areas of the Guadalquivir River Marsh (Seville Spain) were examined,O B-Agr O B-Agr O O O B-Agr O O B-Agr I-Agr O O B-Agr O O
The salinity is chloride type,O B-Agr O O O
The presence of Mg in the soil solution is significant and its concentration in salt-accumulator halophytes is high,O O O O O O B-Agr I-Agr O O O O O O O B-Agr O O
Phosphorus content is low in the soil and moderate in its supported vegetation,B-Agr I-Agr O O O O B-Agr O O O O O B-Agr
The Fe/Mn ratio is high in plants because the comparatively low Mn content,O O O O O O B-Agr O O O O O O
Boron content is normal in plants in spite of its significant level in soil,B-Agr I-Agr O O O B-Agr O O O O O O O B-Agr
Favati Director of the National Research Council Finalized Project 'Containers' taking into account his personal observations made during a visit accompanied by experts and agricultural economists to the People's of China Republic outlines the present agricultural structure of China,O O O O O B-Agr O O O O O O O O O B-Agr O O O O O O O O B-Agr B-Agr O O O O B-Agr O O O O B-Agr I-Agr O B-Agr
Four groups of sheep were trained to run through yards which consisted of four interchangeable components: a laneway a pen a ramp and a curve,O B-Agr O B-Agr O O O O O O O O O O O B-Agr O O O O O O O O O
After training the groups were rested for six weeks and then tested on one particular yard configuration and flow direction,O B-Agr O B-Agr O B-Agr O O O O O O O O O O O O O O
The group that was experienced with this particular configuration and direction recorded the fastest times through the yards,O O O O O O O O O O O O O O B-Agr O O O
These results emphasise the importance of moving sheep through yards along the same path and in the same direction for all handling procedures,O B-Agr O O O O O B-Agr O O O O O O O O O O O O O B-Agr B-Agr
Mitochondrial preparations obtained from the cotyledons of dark-grown sunflower cotyledons subjected to 5 min/day exhibit good rates of glycine oxidation yet contain little Chl,O O O O O B-Agr O O O B-Agr O O O O O O O O B-Agr B-Agr O O O O
Furthermore the monitoring has become more rational and it should be considered to reduce the number of samples on certain locations if this could be done without jeopardizing the public health aspect of the control system,O O B-Agr O O O O O O O O O O O O O O B-Agr O O B-Agr O O O O O O O O B-Agr I-Agr O O O O O
The metabolic aspect of the commonest infant dysmetabolisms the evident result of bad feeding habits at the start is then discussed,O O O O O O O O O O O O O B-Agr I-Agr O O O O O O
The rabbits were killed 1 2 4 7 and 14 days after treatment or 14 days after infection,O B-Agr O O O O O O O O O O O O O O O B-Agr
The histopathological changes of the liver were similar in rabbits killed 1 or 2 days after treatment to those in untreated control rabbits,O O O O O B-Agr O O O B-Agr O O O O O O O O O O O O B-Agr
During the early stage of infection they were surrounded by necrotic liver cells and eosinophols,O O O O O B-Agr O O O O O B-Agr B-Agr O O
The peculiar morphological adaptations of head and mandibles in this scelionid are related to the need to dig in sandy soil where it has to look for the host egg,O O O B-Agr O B-Agr O O O O O O O O O O O O O O B-Agr O O O O O O O O O
This effect is gradually enhanced as the duration of the low-temperature treatment is increased,O O O O O O O B-Agr O O O O O O
Several techniques and different gibberellin concentrations were compared,O B-Agr O O O O O O
A varying range of results was obtained for advanced flowering and for the quality characteristics of the flowers,O O O O B-Agr O O O O B-Agr O O O B-Agr O O O B-Agr
