text,labels
Negative covariance between direct genetic and maternal effects especially for the gilt litter has been found for litter size,O O O O O O B-Agr I-Agr O O O O B-Agr O O O O B-Agr I-Agr
The maternal effect on overall production is likely to be small,O O O O O B-Agr O O O O O
The studies on the genetic relationship of fertility with production and carcass traits show no consistency in size or sigh,O O O O O O O B-Agr O B-Agr O O O O O B-Agr O B-Agr O O
Reasons for the small progress in fertility selection have been discussed,O O O O O O B-Agr B-Agr O O O
It is necessary to include in a fertility index as much information as possible from the sow and her dam in order to avoid these effects,O O O O O O O B-Agr O O O B-Agr O O O O O O O O O B-Agr O O O B-Agr
The estimated production of fungal fruit bodies varied between 0,O O B-Agr O O O B-Agr O O O
Their density was rather low: 5,O B-Agr O O O O
The sanitary situation was satisfactory; damage was caused by atmospheric pollution,O O O O O B-Agr O O O O B-Agr
In treatments begun at 50 min after fertilization and lasting 20 min 13 of 22 oysters treated with 0,O O O O O O O B-Agr O O O O O O O B-Agr O O O
Oysters developed from treated zygotes set normally and subsequent survival was indistinguishable from those of controls,B-Agr O O O B-Agr O O O O B-Agr O O O O O O
At 8 months the control and treated oysters both averaged 13 mm in shell height,O O O O O O O B-Agr O O O O O O B-Agr
Survival at 24 h was about 33% that of controls for the 0,B-Agr O O O O O O O O O O O O
Survival was greater for oysters treated for 15 min beginning immediately after fertilization than if treatment began later at 15 or 40 min,B-Agr O O O B-Agr O O O O O O O B-Agr O O O O O O O O O O
The Authors described the immunological anatomo-histo-pathological ultrastructural epidemiological and clinical findings observed in two outbreaks which took place in Tuscany,O O O O O O O O O O O O O O O O O O O B-Agr
With aid of independent growth data the production of juvenile shrimps in the tidal zone was estimated at 2,O O O O B-Agr B-Agr O B-Agr O O O O O O O O O O O
The parenchymal damage is pointed out together with the typical pattern of functional depletion observable in the suprarenal cortex,O O B-Agr O O O O O O O O O O O O O O O B-Agr
Particles of potato virus M (PVM) were purified by the method of Proll and Richter (1979),O O B-Agr I-Agr I-Agr O O O O O O O O O O O
Physicochemical data on PVM are summarized in Table 1,O B-Agr O O O O O O O
The commercial diets also were fed alone as standards,O O B-Agr O O O O O B-Agr
A study carried out with the purpose of checking on the presence of polyethylene in fatty matters for industrial use has shown that notable amounts of the polymer are still dispersed in the examined fats,O O O O O O O O O O O O O B-Agr O O O O O O O O O O O O O O O B-Agr O O O O B-Agr
The processes that are more influenced by this problem are pointed out in the article,O B-Agr O O O O O O O O O O O O O
Rational technical solutions for the elimination of polyethylene could not be found,O O B-Agr O O O O B-Agr O O O O
It is thought that a greater consciousness of some extractors could help in solving this dangerous problem,O O O O O O O O O B-Agr O O O O O O O
Juvenile antigens gave more intense lines,O B-Agr O O O O
Some formulas for the calculation of the freezing-point depression of milk and of standard solutions for calibrating cryoscopes are discussed,O O O O B-Agr O O O O O B-Agr O O O B-Agr O O O O O
By using these formulas the following subjects are treated: osmolality and osmotic pressure of milk; calibration of the apparatus and comparison of the results obtained by different methods for the determination of the freezing-point depressing of milk; interpolation errors of the standards used for calibration; calculation of the true freezing-point depressions of some particular standard solutions described in the literature; derivation of formulas for the calculation of the percentage of water added to milk taking into account the alterations of the osmotic coefficient by dilution,O O O O O O B-Agr O O B-Agr O B-Agr I-Agr O B-Agr B-Agr O O O O O O O B-Agr O O O B-Agr O O O O O O O O B-Agr O B-Agr O O B-Agr O O B-Agr B-Agr O O O O O O O O B-Agr B-Agr O O O B-Agr O O O O O B-Agr O O O O B-Agr O O B-Agr O O O O O O O B-Agr O O O
The results of these calculations have been checked against the experimental data wherever possible,O B-Agr O O B-Agr O O O O O B-Agr I-Agr O O
The various steps involved in host plant selection behaviour are described as host plant finding host plant testing initiation of feeding maintenance of feeding and cessation of feeding,O O O O O O O B-Agr B-Agr O O O O O O O O B-Agr O O B-Agr B-Agr O B-Agr O O O B-Agr
It was also shown that extracts of mussel tissues inoculated into mice and rats possess weak but significant carcinogenic activity,O O O O O B-Agr O O B-Agr O O B-Agr O B-Agr O O O O O O
More strictly genetic effects of pollution have been demonstrated in natural populations of Mytilus by means of electrophoretic analysis of gene and genotype frequencies at certain loci,O O O B-Agr O B-Agr O O O O O B-Agr O B-Agr O O O O B-Agr O O O O O O O B-Agr
The changes evaluated in the biological characters can probably be linked to the methods of clay soil management and to some plant-microflora interactions because the early investigations did not show any differentiation,O O O O O O O O O O O O O B-Agr O B-Agr B-Agr I-Agr O O O O B-Agr O O O O O O O O O
The deep ploughed soil always displays less biological activity,O O O B-Agr O O O O O
"At 28 wk increases in ""total movable N"" (inorganic N + biomass N) were observed in samples incubated at high temperature and/or high moisture content",O O O O O O O O O O O B-Agr O O O O B-Agr O O O B-Agr O O B-Agr I-Agr
No obvious relations could be detected between standing crops of bacteria and temperature moisture or respiration,O O O O O O O O B-Agr O B-Agr O B-Agr O O B-Agr
The results showed that phenotypes A and O in erythrocytes correspond to an A type in leukocytes the AB type to an AB type and the B type apparently to both an AB and B type in leukocytes,O B-Agr O O B-Agr O O O O B-Agr O O O O O O B-Agr O O O O O O O O O O O O O O O O O O O O B-Agr
The isotopes were mixed into the feed in powder form as Ag('131)I and ('51)Cr(2)O(3),O B-Agr O O O O O O O O O O O O
Later the gastrointestinal tracts were dissected out and their contents of radioactive feed determined by laboratory techniques,O O O O O O O O O O O O O O O B-Agr I-Agr
Statistical analyses of the experimental data showed that ('131)I seemed to be a more suitable tracer than ('51)Cr,O O O O B-Agr I-Agr O O O O O O O O O O O O
In the design of behavioral bioassays the investigator commonly anticipates the variability inherent in these assays,O O B-Agr O O O O O O O O O O O O O
Most behavioral scientists are aware of a relationship between the threshold investigated and the behavioral criteria of the test organism utilized in the study,O O B-Agr O O O O O O O O O O O O O O O O O O O O O
Embryonic larval and adult stages of development have characteristic types of energy metabolism,O O O O B-Agr O B-Agr O O O O B-Agr I-Agr
During the first larval stages these soluble carbohydrates are directed to a glycogen pool in relatively large amounts between the 14th and 28th day after oviposition,O O O B-Agr I-Agr O O B-Agr O O O O B-Agr O O O O O O O O O O O O B-Agr
Metamorphosis is correlated with a decrease of glycogen,B-Agr O O O O O O B-Agr
Then a superficial stratum of the same soil air dried sieved through a 4 mm sieve and 5 cm thick is added,O O O O O O O B-Agr I-Agr O O O O O O O O O O O O O
The soil sample can be exposed to erosion runs with variable moisture contents from air dried to saturation,O B-Agr O O O O O B-Agr O O O B-Agr I-Agr O B-Agr O O B-Agr
Conditions simulated in the laboratory correspond to those of a soil without any crop harrowed and with moisture content near saturation,O O O O O O O O O O B-Agr O O B-Agr O O O B-Agr I-Agr O B-Agr
Cluster analysis was applied to determine whether any grouping occurred of the response spectra of the antennae and of the response profiles to the plant volatiles,O B-Agr O O O O O O O O O O O B-Agr O O B-Agr O O O O B-Agr O O O O
In the dendrogram of the response spectra four clusters of species groups could be distinguished,O O O O O O B-Agr O O O B-Agr B-Agr O O O
From the response profile dendrogram no conclusions could be drawn about the number and nature of physiologically different types of olfactory cells,O O O O O O O O O O O O O O O O O O O O O B-Agr
Obviously differences in the composition of the extracts were not expressed in the EAG,O O O O B-Agr O O B-Agr O O O O O O
For all six species the seed testa is an important barrier against larval penetration,O O O B-Agr O B-Agr B-Agr O O O O O O O
For all species when the seeds are artificially perforated larvae (one per seed) penetrate easily,O O B-Agr O O B-Agr O O O B-Agr O O B-Agr O O
Almost all nuclei of isolated mesophyll cells were at the 2 C level of DNA indicating that almost all cells were initially in the G(1) phase and that somatic polyploidy was absent,O O O O O B-Agr B-Agr O O O O O O O B-Agr O O O O B-Agr O O O O O O O O O B-Agr O O
Some tracheary elements (approximately 30%) were formed after one round of the cell cycle and others (less than 5%) were formed after passing through the S phase but without intervening mitosis,O O B-Agr O O O O O O O O O B-Agr I-Agr O O O O O O O O O O O O O O O O B-Agr
All types of tracheary elements appeared simultaneously after 58 h of culture and their patterns of increase in number were similar,O O O O B-Agr O O O O O O O O O O O O O O O O
From the results we propose a hypothesis concerning the relationship between cytodifferentiation and the cell cycle,O O B-Agr O O O O O O O O O O O B-Agr I-Agr
The major uses of prescribed fires are the reduction of hazardous fuel accumulation preparation of sites for planting or seeding wildlife habitat management and forage improvement for grazing,O O B-Agr O O B-Agr O O B-Agr O O O B-Agr O O B-Agr O B-Agr O B-Agr B-Agr O B-Agr O B-Agr B-Agr O B-Agr
In any case burning should be done after accurate planning under strict technical directions and by trained and experienced personnel only,O O O B-Agr O O O O O B-Agr O O O O O O O O O O O
Some authors consider the total fire exclusion policy to be harmful in various ecosystems of Mediterranean countries and recommend prescribed fire in such areas,O O O O O O O O O O O O O B-Agr O O B-Agr O O O O O O B-Agr
In Italy its introduction would meet with adverse local conditions and legal constraints,O B-Agr O O O O O O O O O O B-Agr
But studies and research in this field could be helpful to improve forest protection against wildfires,O O O B-Agr O O O O O O O O B-Agr I-Agr O B-Agr
Respective correlation coefficients were -084 - 095 and -086,O B-Agr O O O O O O O
These results have been discussed in connection with adaptation and persistency of the two varieties,O B-Agr O O O O O O B-Agr O O O O O B-Agr
The cuttings (FAA fixed freeze sectioned and stained with safranin-fast green) observed in two different phenological periods were taken from 5 mother-plants grown in 5 different environments,O B-Agr O O O O O O O O O O O O O O O O O O O O O O O O B-Agr
Males and females of equal sizes have the same volume of LFB and their rates of LFB depletion are similar and temperature-dependent,B-Agr O B-Agr O O B-Agr O O O B-Agr O O O O O O O O O O O B-Agr
Hatchery production was severely depressed over a 5-week period,O B-Agr O O O O O O O
The production for 1979 the year in which the disease occurred was only one-third of that of the previous year,O B-Agr O O O O O O O O O O O O O O O O O O
Both examination of live larvae and histological analysis demonstrated that pathological lipid deposition in the digestive gland and other digestive system organs was a consistent sign of the disease,O O O O B-Agr O O B-Agr O O O O O O O B-Agr O O O B-Agr I-Agr O O O O O O O O
The response to rapid salinity change is considered to have an adaptive value,O O O O B-Agr O O O O O O O O
Random sampling of autumn grown potatoes in Israel revealed potato virus Y incidences of 2,B-Agr I-Agr O B-Agr O B-Agr O B-Agr O B-Agr I-Agr I-Agr O O O
Most of the infection was found to be secondary; ca,O O O B-Agr O O O O O O
All the exogenously applied substances were highly effective in physiological concentrations,O O O O B-Agr O O O O O O
Abscisic acid applied to the basal end of the stem segment also reduced the auxin-wave amplification caused by simultaneous supply of IAA to the apical end,O O O O O O O O O O O O O O O O O O O B-Agr O B-Agr O O O O
Of the 55 foetuses from infected ewes 44(80%) had gross developmental abnormalities,O O O B-Agr O O B-Agr O O O O O
No virus was isolated from the tissues of the control ewes or their foetuses,O O O O O O B-Agr O O O B-Agr O O B-Agr
Data are presented to show the effect of different variables on the culture system,B-Agr O O O O O O O O O O O O O
Next different functional tests are discussed to assess the cell-mediated immunity the humoral immunity and the phagocytosis by macrophages in the rat,O O O B-Agr O O O O O O I-Agr O B-Agr I-Agr O O B-Agr O B-Agr O O O
These tests should be performed when in a screening study an indication of immunotoxicity is found at a relevant dose level,O B-Agr O O O O O O B-Agr O O O O O O O O O O O O
The aim of functional assessment is to determine the functional significance of an effect on the immune response,O O O O B-Agr O O O O O O O O O O O B-Agr I-Agr
As the data available at present clearly show that the developing organism is more at risk to the immunomodulating effects of different chemicals than the corresponding adult functional assessment of immune effects should preferably be carried out after combined pre- and postnatal exposure,O O B-Agr O O O O O O O O O O O O B-Agr O O O B-Agr O O B-Agr O O O O O B-Agr O O B-Agr O O O O O O O O O O O
The growth of the juvenile fish was reduced at NO(2)('-)-N levels of 1,O B-Agr O O O B-Agr O O O O B-Agr O O
Mortality was increased significantly at 3,B-Agr O O O O O
The reduction in growth at the highest nitrite concentration without mortality was only 20%,O B-Agr O B-Agr O O O O O O B-Agr O O O
The growth response of the fish at nitrite concentration levels with significant mortality was extremely variable,O B-Agr O O O B-Agr O O O B-Agr O O B-Agr O O O
Peptides were obtained from cyanogen bromide cleavage,B-Agr O O O O O O
Rooting ability of two quince selections EMA and Brossier 98/4 was tested in relation to plantation time (10/15 10/31 11/20) and to a treatment with IBA at 1000 ppm,B-Agr B-Agr O O O B-Agr O O O O O O O O O O B-Agr O O O O O O O O B-Agr O O O
Quince EMA revealed a high rooting ability which decreases entering the winter,O O O O O B-Agr B-Agr O O O O B-Agr
IBA treatment was effective only on late cuttings,B-Agr O O O O O O B-Agr
Brossier 98/4 rooted only with early planting associated with IBA treatment,O O O O O O B-Agr O O B-Agr O
Rooting hormone levels of 0 0,B-Agr O B-Agr O O O
An interaction between rooting hormone and light intensity was noted for root length of Ligustrum species,O O O B-Agr O O B-Agr O O O O B-Agr I-Agr O B-Agr B-Agr
Valid solutions to these problems are still under research today,O B-Agr O O O O B-Agr O B-Agr O
The building technique has developed particular concrete tanks with completely prefabricated and modular components for the storage and mixing of slurry and for the aerobic treatment systems,O O O O O O B-Agr B-Agr O O O O O B-Agr O O B-Agr O B-Agr O B-Agr O O O B-Agr I-Agr B-Agr
Based on the annual mean values of individual activities measurements indicated differences between litter species due to the effects of species,O O O O O O O O B-Agr B-Agr O O O O B-Agr O O O B-Agr O B-Agr
Special emphasis was placed on determining the leaching rates in the litter layer of phenolic compounds and of soluble carbohydrates (sugars),O O O O O O O B-Agr O O O O O O B-Agr I-Agr O O O B-Agr O
Four such mutants were compared to the parent strain for the production of fusel alcohols during aerobic growth in minimal medium,O O B-Agr O O O O O O O O B-Agr O O B-Agr O O B-Agr O O O
An increase in the total solids content generally corresponded with an increase in the thermoresistance (an increased D value and an increased z value),O O O O O B-Agr O O O O O O O O O O O O O O O O O O
The change of free enthalpy appeared to be approximately 100 kJ/mol a value characteristic of protein denaturation,O O O O B-Agr O O O O O O O O O O O B-Agr
An increase in total solids content corresponded with a decrease in the changes in enthalpy and entropy of activation,O O O O B-Agr O O O O O O O O O B-Agr O B-Agr O O
In the temperature traject studied temperature had practically no effect on these quantities,O O B-Agr O O B-Agr O O O O O O O
Among the synchronization treatments investigated the most promising one was to administer 0,O O B-Agr O O O O O O O O O O
Conception rates for untreated controls cows inseminated once at 55 h and cows inseminated twice at 48 and 72 h following PRID removal were 52 50 and 48% respectively,B-Agr I-Agr O O O B-Agr O O O O O O B-Agr O O O O O O O O O B-Agr O O O O O O
The membranes were found free of contamination by other subcellular membrane fragments except for a minor contamination with basolateral plasma membranes,O B-Agr O O O O B-Agr O O O B-Agr O O O O O B-Agr O O O B-Agr
The lipid composition was established and based on weight percentage the membrane contained neutral lipids phospholipids neutral glycolipids and gangliosides in the weight ratio of 18: 50: 29: 2 per cent,O B-Agr B-Agr O O O O O B-Agr O O O O O B-Agr B-Agr O B-Agr O B-Agr O O B-Agr O O O O O O O O
The amount of individual phospholipids and glycolipids were quantitated,O O O O B-Agr O B-Agr O O
A beneficial effect consisting in reduction of the risk of ischaemic cardiovascular disease has long been attributed to fish lipids,O O O O O B-Agr O O B-Agr O O O O O O O O O B-Agr B-Agr
These fish lipids were previously believed to be capable of markedly reducing the cholesterol level of the serum,O B-Agr B-Agr O O O O O O O O O O B-Agr O O O O
However recent studies showed that this reduction did not occur in normal subjects not affected with hypercholesteraemia to whom fatty fish or polyunsaturated fatty acids isolated from fish were administered,O O O O O O B-Agr O O O O O B-Agr O O O O O O B-Agr B-Agr O B-Agr B-Agr I-Agr O O B-Agr O O
On the other hand the triglyceride level of the serum did decrease on administration of relatively large doses of these fatty acids,O O O O O O O O O O O O O B-Agr O O O O O O B-Agr I-Agr
Moreover the ingestion of fish lipids caused a shift in the fatty acid pattern of the serum lipids in the sense that omega6 fatty acids were partially substituted for polyunsaturated fatty acids of the omega3 type,O O O O B-Agr B-Agr O O O O O B-Agr I-Agr O O O O B-Agr O O O O O B-Agr I-Agr O O O O B-Agr B-Agr I-Agr O O O O
Instability of prices output and incomes is one reason that is often advanced for government intervention in the agricultural sector,B-Agr O B-Agr O O B-Agr O O O O O O O O B-Agr O O O B-Agr I-Agr
This instability stems from both market and environmental factors,O B-Agr B-Agr O O O O B-Agr I-Agr
Once governments intervene the policy process becomes another source of uncertainty facing the producer in agriculture,O B-Agr O O O O O O O O B-Agr O O O O B-Agr
The price fixing procedures of the Common Agricultural Policy are used to illustrate the operation of an agricultural policy process and to illustrate the political criteria used in the operation of that process,O B-Agr I-Agr B-Agr O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
It is concluded that the policy process is an important additional source of uncertainty facing producers,O O O O O O O O O O O O O B-Agr O O
This paper contains a model of the agricultural price decision process in the European Community which is used to project target prices annually to 1990,O B-Agr O O O O O O B-Agr O O O O O O O O O O O O B-Agr O O O
The approach assumes a bargaining procedure among the member countries,O O O O O O O O O B-Agr
These constraints along with project inflation rates exchange rates and green rates define a band of feasible target price increases for each year up to 1990,O B-Agr O O O B-Agr I-Agr B-Agr I-Agr O O I-Agr O O O O O O O O O O O O O O
The results suggest that in commodity markets characterized by a high degree of government intervention government policies should be included as an integral part of the model rather than be considered exogenously,O B-Agr O O O B-Agr I-Agr O O O O O O B-Agr O B-Agr B-Agr O O O O O O O O O O O O O O O
Second for each member country policies are conditioned not only by commodity markets but also by macroeconomic influences most notably differential rates of inflation and corresponding exchange rate movements,O O O O O B-Agr O O O O O B-Agr I-Agr O O O O O O O O I-Agr O B-Agr O O B-Agr I-Agr B-Agr
These effects are comparable with strong and blue light adaptations,O B-Agr O O O O O O B-Agr B-Agr
The most frequently isolated pathotypes were number 1 and 2 which represent 23 and 56% of all isolates respectively,O O O O B-Agr O O O O O O O O O O O O O O
The influence of this large variability of the pathogen on transfer by breeding of Fusarium resistance to commercial varieties is briefly discussed,O O O O O O O O O O O O B-Agr O B-Agr O O O B-Agr O O O
For the pelleted feeds the mean ME value for the three mixing ratios is 15,O O B-Agr I-Agr O O O O O O O B-Agr I-Agr O O
For the mash feeds the ME depends on the mixing ratio,O O O B-Agr O O O O O B-Agr I-Agr
Digestion coefficients of the different nutrients were also determined,B-Agr O O O O B-Agr O O O
As far as disease incidence among farmers is concerned occupational connections can partly be identified though only a few of those factors are admittedly known,O O O O O O B-Agr O O O O O O O O O O O O O O B-Agr O O O
Effects of selfing and irradiation (Gamma rays 20 30 and 40 Kr) on metric characters in four varieties of sunflower were studied in terms of parameters such as range mean variance and coefficient of variability,B-Agr O B-Agr O B-Agr O B-Agr O O O O O O O O O O B-Agr O O O O O O O B-Agr O O O O O O O O O
There was an increase in mean and decrease in range variance and coefficient of variability of the metric traits in the progeny of open pollinated plants as compared to the progeny of selfed plants,O O O O O O O O O O O O O O O O O O O O O B-Agr O O O B-Agr O O O O B-Agr O O B-Agr
Surprisingly there was a reduction in the variance and coefficient of variability in the irradiated population as compared to the unirradiated one,O O O O B-Agr O O O O O O O O O O B-Agr O O O O O O
At 22 deg C the passage time was about 2 h but at 32 deg C it was only 10 min,O O O O O O B-Agr O O O O O O O O O O O O O O
Water stress seemed to play a role in the transport of infectious virus into the mesophyll,B-Agr B-Agr O O O O O O O B-Agr O O O O O B-Agr
It was possible to infect cowpea mesophyll cells with TNV directly by using a fine brush without carborundum,O O O O O O B-Agr B-Agr O O O O O O O O O O
Differences between tobacco and cowpea in the establishment of virus infection are discussed,O O B-Agr O O O O O O O B-Agr O O
This optimal range of treatments appeared to be bounded by dosages too low or too high to result in significant attraction (net within-plume displacement toward the source) the higher concentrations causing arrestment (no net within-plume displacement) at some distance from the source,O O O O O O O O O O B-Agr O O O O O O O O O O O O B-Agr O O O O O O O O O O O B-Agr O O O O O O
Similar results were obtained in field-trapping studies with the same treatments except that the optimal dosages were moved up about 10-fold,O B-Agr O O O O O O O O O O O O O B-Agr O O O O O
Besides the purple colour yellow and chalky white were studied for their inheritance,O O O B-Agr O O O O O O O O B-Agr
Two to 5 pairs of factors were found to govern the 16 characters under study,O O O O O B-Agr O O O O O O O O O
Complementary duplicate complementary duplicate inhibitory complementary and inhibitory duplicate action of genes was observed,O O O O O O O O O O O B-Agr O O
Independent dominant action of individual genes which is equivalent to the action of two or three genes is recorded in respect of panicle density and awning and awn colour,O O O O O B-Agr O O O O O O O O O O B-Agr O O O O O O B-Agr O O O O B-Agr
Inheritance of the 16 characters shows the involvement of 59 genes unreported in the past,B-Agr O O O O O O O O O B-Agr O O O O
Linkage analysis has resulted in the assignment of the record number of 17 genes to a single group nine of them being inhibitors,O B-Agr O O O O B-Agr O O O O O O B-Agr O O O O O O O O O
These observations suggest that there exists an inverse relationship between the two enzymatic activities in common beans and there probably exists genetic variability for a possible improvement of N-fixation ability,O B-Agr O O O O O O O O O O O B-Agr O B-Agr I-Agr O O O O O O O O O B-Agr O O B-Agr
Seed or live plant material of all species and all subspecies except two were collected and are being maintained at Bushland,B-Agr O O O O O O B-Agr O O B-Agr O O O O O O O O O O
Much variability in fatty acid composition was also observed,O O O O O B-Agr O O O
Subunits alpha beta and delta are coded by chromosome arms 4Aalpha 4BL and 4DS respectively and the newly postulated epsilon and gamma are coded also by chromosome arm 4BL,O O B-Agr O O O O O O B-Agr O O O O O O O O O O O O O O O O O B-Agr O
"In the present note the effect of different kinds and rates of carbohydrates (monosaccharides and disaccharides) employed either separately or in a mixture in proliferation and rooting media for the ""in vitro"" culture of Damas 1869 is described",B-Agr O O O O O O O O O O O B-Agr O O B-Agr O O O O B-Agr O O B-Agr O O B-Agr O O O O I-Agr O O O O O O
At the proliferation stage sucrose at 15-20 g/l was confirmed to be the most suitable,O O O O B-Agr O O O O O O O O O O
In the rooting phase the best results were obtained by the use of fructose galactose and glucose at different concentrations alone or in combination or in addition to sucrose,O O B-Agr O O O B-Agr O O O O O O B-Agr B-Agr O B-Agr O O O O O O O O O O O B-Agr
The object of the study was to see which breed is best suited to the mountain conditions in order to improve the use of this margined zone of northern Italy,O O O O O O O O O O O O O O O O O O B-Agr O O O O O O O O O O B-Agr
Within the breeds ranking relationships indicated by agonistic interactions ranged from high to low,O O B-Agr O O O O O B-Agr O O O O O
Both phenotypic and breed characteristics affect the fitness and ability to adapt to the environmental conditions,O O O O O O O O O B-Agr O O O O O O
There was no evidence of larval inhibition since the majority of the fourth stage larvae (L(4)) continued their development,O O O O O O B-Agr O O O O O O O B-Agr O O O B-Agr
No appreciable loss of worm population was observed and most of the parasites survived and exhibited a prolific egg-laying potential six months after initial infection,O O O O O B-Agr O O O O O O B-Agr O O O O O O O O O O O B-Agr
Assessments of the pathophysiological changes were performed and correlated with parasitological and clinical observations,B-Agr O O O O O O O O O O O O B-Agr
For short-term aspects water storage in leaf tissues is of high importance,O O O B-Agr I-Agr O O B-Agr O O O O
Observations show the possibility of water uptake by needles if wetted by rain or dew,B-Agr O O O O B-Agr I-Agr O O O O O B-Agr O B-Agr
The maximum amount of this method of water absorption is also given by the internal storage capacity,O O O O O O O B-Agr B-Agr O O O O O O B-Agr O
The values for the parameters in the spread model were estimated largely from anecdotal information and observations,O O O O B-Agr O O O O O O O O O B-Agr O B-Agr
The results of an analysis conducted on 123 accessions from 10 Mediterranean countries are presented,O B-Agr O O B-Agr O O O O O O O B-Agr O O
About 75% of the subjects had significantly low levels of serum cholinesterase activity,O O O O B-Agr O O O B-Agr O O B-Agr O
Several subjects had below average blood sugar and urea values,O B-Agr O O O B-Agr I-Agr O B-Agr O
A correlation between the clinical manifestations and blood biochemical parameters has been attempted,O B-Agr O O O O O B-Agr O B-Agr O O O
The plant with two digesters and a total digestion volume of 576 m('3) has been operated now for more than 12 months,O O O O B-Agr O O O B-Agr B-Agr O O O O O O O O O O O O
The measurements improved the expected amount of gas production as well as the design of the construction and the means of running the plant,O B-Agr O O O O O B-Agr I-Agr O O O O B-Agr O O B-Agr O O O O O O O
The content of methane is 60% to 62%,O O O B-Agr O O O O
Some remarkable biological aspects of sexual reproduction in Sponges which merit being the focus for further research are pointed out,O O O O O B-Agr I-Agr O B-Agr O O O O O O O B-Agr O O O
The synchronization of gamete release in some species is also examined,O B-Agr O O O O O B-Agr O O O
Based on these properties it is concluded that sol should contain molecules of intermediate molecular weight as well as their associates (micelles) whose weight depends on the depends on the number of molecules in the micelles,O O O B-Agr O O O O O O O O O O B-Agr I-Agr O O O O O O O I-Agr O O O O O O O O O O O O
A community in southern Finland composed of 8 species utilized altogether 59 flower species during the whole summer,O O O O B-Agr O O O B-Agr O O O O B-Agr O O O B-Agr
The flowering periods of the resource plants were longer in the southern community than in the northern one,O B-Agr O O O O B-Agr O O O O O O O O O O O
In the southern community but not in the northern one the observed weekly niche overlaps were smaller than those to be expected assuming random foraging,O O O O O O O O O O O O O O O O O O O O O O O O B-Agr
During the whole season most species utilized more than 15-20 flower species in both areas concentrating however most of their visits to a few of them,O O O O O B-Agr O O O O O B-Agr O O B-Agr B-Agr O O O O O O O O O O
In the summer of 1979 the disease had invaded the whole country but was sporadically present in some of the most northern and southern regions,O O B-Agr O O O O O O O O O O O O O O O O O O O O O O
This strain dominates the fungus population except in the most southern regions where the less aggressive one takes the advantage,O O O O O B-Agr O O O O O O O O O O O O O O
The great majority of the isolates were classed by means of two characters growth rate and synnemata production on two cultural media but for very few isolates which remain dubious some other cultural feature such as presence of aerial mycelium must be considered,O O O O O O O B-Agr O O O O O B-Agr I-Agr O O B-Agr O O O O O O O O O O O O O O O O O O O O O B-Agr O O O
In this article we deal with methods that take advantage of certain special but common structures in linear programming problems to achieve computational efficiency,O O O O O O B-Agr O O O O O O O O B-Agr O B-Agr I-Agr O O O O B-Agr
It is pointed out that the most important determinant of computer time for the simplex method is the number of functional constraints whereas the number of non-negativity constraints is relatively unimportant,O O O O O O O O O O O B-Agr O O O O O O O O O B-Agr O O O O O B-Agr O O O
The upper bound technique avoids this by removing the upper bound constraints from the functional constraints and treating them separately essentially like non-negativity constraints,O O O O O O O O O O O B-Agr O O O B-Agr O O O O O O O B-Agr
The mean concentrations of these metals in different fish parts were much higher than those in the lake water,O O O O O B-Agr O O B-Agr O O O O O O O O O B-Agr
The toxicity of mercury to marine organisms depends both on the concentration and on the physico-chemical forms in which the metal is present in the aquatic environment,O B-Agr O B-Agr O O B-Agr O O O O O O O O O O O O O O O O O O B-Agr I-Agr
From this point of view the knowledge of mercury levels and its chemical forms present particular interest,O O O O O O B-Agr O B-Agr B-Agr O O O O O O O
"For the determination of ""reactive"" and ""total"" mercury a method based on fluorescence spectrometry has been applied",O O O O O O O B-Agr O O O O B-Agr B-Agr O O O
Females which are underfed as larvae are small and anautogenous requiring external sources of protein to mature their ovaries,B-Agr O O O O B-Agr O O O O O O B-Agr O O O O O B-Agr
Protein-deprived females cease second cycle development in a previtellogenic stage,O B-Agr O O O B-Agr O O O O
When females are given access ad lib,O B-Agr O O O O O
A detailed explanation of the method as well as a number of examples from the literature are included,O O O O O O O O O O O O O O O B-Agr O O
The methods also agreed with the obtained niche width results (after square root transformation for the data on (b) and (c)),O B-Agr O O O O O O B-Agr B-Agr O O O B-Agr O O B-Agr O O O O
Niche overlap values of the methods (b) and (c) were the same while the smallest overlap values were obtained by the method (a),O O O O O B-Agr O O O O O O O O O O O O O O O B-Agr O
In addition isolated pollen grain culture was used to induce tissue proliferation outside the anther walls,O O O B-Agr B-Agr O O O O O B-Agr I-Agr O O O B-Agr
The frequency of callus formation from isolated pollen grains was very low,O O O B-Agr O O O B-Agr B-Agr O O O
Root differentiation was observed in some of the obtained callus,O O O O O O O O O B-Agr
Fibre digestibility did not vary significantly between treatments,O B-Agr O O O O O O
The intake of straw was slightly but no significantly greater when NaOH-treated rather than rolled barley was used,O O O B-Agr O O O O O O O O O O O B-Agr O O
The digestibility of dry matter organic matter starch and fibre was not significantly affected by methods of cereal treatment,O B-Agr O B-Agr I-Agr B-Agr I-Agr B-Agr O O O O O O O B-Agr O O O
When 3-day-old aerobic rice seedlings were subjected to anaerobiosis free amino-acid content in the roots increased and their relative concentration changed,O O B-Agr I-Agr B-Agr O O O B-Agr O O O O O B-Agr O O O O O O
The intervals between the sowing dates and the attainment of different stages in vegetative and reproductive growth were determined,O O O O B-Agr I-Agr O O O O O B-Agr O O O O B-Agr O O
